name,source,target,length,free_flow_speed,jam_density,merge_priority
E1092,456033065,447079597,116.159,7.0,0.16,1
E1093,456033065,427593272,96.411,9.0,0.16,1
E1094,456033067,456033072,42.98,4.0,0.16,1
E1095,456033067,447079597,39.317,4.0,0.16,1
E1096,456033067,456033068,125.951,7.0,0.16,1
E1097,456033068,10060540194,27.638,9.0,0.16,1
E1098,456033068,456033065,44.361,9.0,0.16,1
E1099,456033068,456033067,125.951,7.0,0.16,1
E1100,456033070,456033075,46.168,9.0,0.16,1
E1101,456033070,10060540194,24.847,9.0,0.16,1
E1102,456033070,456033072,142.293,7.0,0.16,1
E1103,456033072,456033073,39.173,4.0,0.16,1
E1104,456033072,456033067,42.98,4.0,0.16,1
E1105,456033072,456033070,142.293,7.0,0.16,1
E1106,456033073,456033078,42.621,4.0,0.16,1
E1107,456033073,456033072,39.173,4.0,0.16,1
E1108,456033073,456033075,156.016,7.0,0.16,1
E1109,456033075,456033077,46.963,9.0,0.16,1
E1110,456033075,456033070,46.168,9.0,0.16,1
E1111,456033075,456033073,156.016,7.0,0.16,1
E1112,456033077,456033081,49.71,9.0,0.16,1
E1113,456033077,456033075,46.963,9.0,0.16,1
E1114,456033077,456033078,166.669,7.0,0.16,1
E1115,456033078,447079599,41.527,4.0,0.16,1
E1116,456033078,456033073,42.621,4.0,0.16,1
E1117,456033078,456033077,166.669,7.0,0.16,1
E1118,456033081,456033084,49.629,9.0,0.16,1
E1119,456033081,456033077,49.71,9.0,0.16,1
E1120,456033081,447079599,182.74,7.0,0.16,1
E1121,456033082,447079599,41.128,4.0,0.16,1
E1122,456033082,3919859759,56.681,4.0,0.16,1
E1123,456033082,456033084,202.5,7.0,0.16,1
E1124,456033084,456033081,49.629,9.0,0.16,1
E1125,456033084,427593109,173.524,9.0,0.16,1
E1126,456033084,456033082,202.5,7.0,0.16,1
E1127,456033107,456033113,87.535,7.0,0.16,1
E1128,456033107,456036797,21.684,4.0,0.16,1
E1129,456033107,456033111,36.982,4.0,0.16,1
E1130,456033111,10063059459,12.295,7.0,0.16,1
E1131,456033111,456029947,11.254,4.0,0.16,1
E1132,456033111,456033107,36.982,4.0,0.16,1
E1133,456033113,456033107,87.535,7.0,0.16,1
E1134,456033115,456033117,87.714,7.0,0.16,1
E1135,456033115,456036812,38.887,7.0,0.16,1
E1136,456033115,10063594247,21.471,7.0,0.16,1
E1137,456033115,461755131,34.716,7.0,0.16,1
E1138,456033117,461754908,34.328,7.0,0.16,1
E1139,456033117,456033115,87.714,7.0,0.16,1
E1140,456033117,461755126,38.728,7.0,0.16,1
E1141,456033120,456033128,52.106,7.0,0.16,1
E1142,456033123,10063059461,24.66,7.0,0.16,1
E1143,456033123,456033140,17.877,7.0,0.16,1
E1144,456033123,461754908,81.752,7.0,0.16,1
E1145,456033123,10063059460,31.516,7.0,0.16,1
E1146,456033128,10063059452,5.877,7.0,0.16,1
E1147,456033128,456036808,62.293,4.0,0.16,1
E1148,456033128,456036804,30.709,4.0,0.16,1
E1149,456033128,456033120,52.106,7.0,0.16,1
E1150,456033131,461754947,36.943,7.0,0.16,1
E1151,456033131,456034398,27.519,7.0,0.16,1
E1152,456033131,461754913,86.165,7.0,0.16,1
E1153,456033131,456033147,31.411,7.0,0.16,1
E1154,456033134,427593391,29.508,7.0,0.16,1
E1155,456033134,427593329,15.799,7.0,0.16,1
E1156,456033134,456034399,125.792,7.0,0.16,1
E1157,456033136,456033147,34.463,7.0,0.16,1
E1158,456033136,456036819,22.579,7.0,0.16,1
E1159,456033136,456033154,27.458,7.0,0.16,1
E1160,456033136,456036815,106.703,7.0,0.16,1
E1161,456033139,456033167,26.636,7.0,0.16,1
E1162,456033139,461754899,20.007,7.0,0.16,1
E1163,456033139,461754913,38.533,7.0,0.16,1
E1164,456033140,456033123,17.877,7.0,0.16,1
E1165,456033140,456036822,34.799,7.0,0.16,1
E1166,456033140,456033144,51.912,7.0,0.16,1
E1167,456033140,11395353808,80.837,5.0,0.16,1
E1168,456033141,456033144,100.726,7.0,0.16,1
E1169,456033141,10063081062,20.683,4.0,0.16,1
E1170,456033141,461754887,13.219,4.0,0.16,1
E1171,456033143,9190087442,38.154,7.0,0.16,1
E1172,456033143,456033145,33.254,7.0,0.16,1
E1173,456033143,456033154,26.677,7.0,0.16,1
E1174,456033144,456033177,30.98,7.0,0.16,1
E1175,456033144,456033141,100.726,7.0,0.16,1
E1176,456033144,456033140,51.912,7.0,0.16,1
E1177,456033145,456033143,33.254,7.0,0.16,1
E1178,456033145,456034399,34.389,7.0,0.16,1
E1179,456033145,456034396,28.129,7.0,0.16,1
E1180,456033147,456033131,31.411,7.0,0.16,1
E1181,456033147,456033136,34.463,7.0,0.16,1
E1182,456033147,456034396,27.303,7.0,0.16,1
E1183,456033147,456033150,69.853,7.0,0.16,1
E1184,456033150,456033147,69.853,7.0,0.16,1
E1185,456033151,427593336,11.131,7.0,0.16,1
E1186,456033151,456033184,14.611,7.0,0.16,1
E1187,456033151,11158500186,118.369,7.0,0.16,1
E1188,456033154,456034396,34.752,7.0,0.16,1
E1189,456033154,456033136,27.458,7.0,0.16,1
E1190,456033154,456033143,26.677,7.0,0.16,1
E1191,456033167,427593329,8.491,7.0,0.16,1
E1192,456033167,456033139,26.636,7.0,0.16,1
E1193,456033167,456034398,125.445,7.0,0.16,1
E1194,456033174,461754887,19.548,4.0,0.16,1
E1195,456033174,456033177,100.485,7.0,0.16,1
E1196,456033174,11158493215,26.818,4.0,0.16,1
E1197,456033177,456033144,30.98,7.0,0.16,1
E1198,456033177,9190087443,34.22,7.0,0.16,1
E1199,456033177,456033174,100.485,7.0,0.16,1
E1200,456033178,427593375,33.663,7.0,0.16,1
E1201,456033178,10063081063,3.413,7.0,0.16,1
E1202,456033178,456033181,75.305,7.0,0.16,1
E1203,456033181,461754865,18.876,7.0,0.16,1
E1204,456033181,461754875,2.286,7.0,0.16,1
E1205,456033181,456033178,75.305,7.0,0.16,1
E1206,456033184,456033151,14.611,7.0,0.16,1
E1207,456033184,3679886747,40.403,7.0,0.16,1
E1208,456033184,429286745,29.698,7.0,0.16,1
E1209,456033187,456033193,30.518,7.0,0.16,1
E1210,456033187,456033202,36.596,7.0,0.16,1
E1211,456033187,10934276533,41.118,7.0,0.16,1
E1212,456033187,10063081055,23.975,7.0,0.16,1
E1213,456033189,456033192,32.976,7.0,0.16,1
E1214,456033189,10063081055,48.328,7.0,0.16,1
E1215,456033189,456033198,35.966,7.0,0.16,1
E1216,456033192,456033189,32.976,7.0,0.16,1
E1217,456033192,461754865,16.036,7.0,0.16,1
E1218,456033192,456033193,74.793,7.0,0.16,1
E1219,456033193,10063081063,33.927,7.0,0.16,1
E1220,456033193,456033187,30.518,7.0,0.16,1
E1221,456033193,456033192,74.793,7.0,0.16,1
E1222,456033193,461754887,50.305,7.0,0.16,1
E1223,456033195,461754824,16.108,7.0,0.16,1
E1224,456033195,456033198,29.21,7.0,0.16,1
E1225,456033195,10063081051,27.468,7.0,0.16,1
E1226,456033195,10063081049,37.057,7.0,0.16,1
E1227,456033198,456033195,29.21,7.0,0.16,1
E1228,456033198,10063081056,49.978,7.0,0.16,1
E1229,456033198,456033189,35.966,7.0,0.16,1
E1230,456033202,456033187,36.596,7.0,0.16,1
E1231,456033202,456033209,33.576,7.0,0.16,1
E1232,456033202,10063081056,19.896,7.0,0.16,1
E1233,456033202,10934276532,35.201,7.0,0.16,1
E1234,456033209,456033202,33.576,7.0,0.16,1
E1235,456033209,427593211,51.96,7.0,0.16,1
E1236,456033209,461754889,33.397,7.0,0.16,1
E1237,456033209,456033211,29.248,7.0,0.16,1
E1238,456033211,456033209,29.248,7.0,0.16,1
E1239,456033211,10063081051,17.29,7.0,0.16,1
E1240,456033211,10107816454,49.201,7.0,0.16,1
E1241,456033215,461754902,32.821,7.0,0.16,1
E1242,456033215,427593392,33.71,7.0,0.16,1
E1243,456033215,461755386,127.94,7.0,0.16,1
E1244,456033215,10063081059,27.881,7.0,0.16,1
E1245,456033217,10063081053,11.917,4.0,0.16,1
E1246,456033217,461754779,96.688,7.0,0.16,1
E1247,456033217,427593211,29.091,4.0,0.16,1
E1248,456034393,456029891,90.807,7.0,0.16,1
E1249,456034393,428054936,51.375,7.0,0.16,1
E1250,456034393,456029908,46.437,7.0,0.16,1
E1251,456034393,456029913,39.997,7.0,0.16,1
E1252,456034394,693239516,91.496,9.0,0.16,1
E1253,456034394,456029907,60.797,7.0,0.16,1
E1254,456034394,456029910,84.61699999999999,7.0,0.16,1
E1255,456034395,456029943,72.012,7.0,0.16,1
E1256,456034395,456029939,73.458,7.0,0.16,1
E1257,456034395,427593279,50.43,7.0,0.16,1
E1258,456034395,316660684,57.865,7.0,0.16,1
E1259,456034396,456033145,28.129,7.0,0.16,1
E1260,456034396,456033147,27.303,7.0,0.16,1
E1261,456034396,456034398,31.729,7.0,0.16,1
E1262,456034396,456033154,34.752,7.0,0.16,1
E1263,456034398,456033131,27.519,7.0,0.16,1
E1264,456034398,456034399,26.757,7.0,0.16,1
E1265,456034398,456033167,125.445,7.0,0.16,1
E1266,456034398,456034396,31.729,7.0,0.16,1
E1267,456034399,456034398,26.757,7.0,0.16,1
E1268,456034399,427593336,29.008,7.0,0.16,1
E1269,456034399,456033145,34.389,7.0,0.16,1
E1270,456034399,456033134,125.792,7.0,0.16,1
E1271,456036759,10063706437,4.738,7.0,0.16,1
E1272,456036759,6152779687,18.725,7.0,0.16,1
E1273,456036759,456036760,166.60899999999998,7.0,0.16,1
E1274,456036760,456036759,166.609,7.0,0.16,1
E1275,456036760,316660383,32.579,12.0,0.16,1
E1276,456036763,456036766,19.09,12.0,0.16,1
E1277,456036763,456036765,181.41500000000002,7.0,0.16,1
E1278,456036765,10063706439,24.334,7.0,0.16,1
E1279,456036765,456036768,19.955,7.0,0.16,1
E1280,456036765,456036763,181.41500000000002,7.0,0.16,1
E1281,456036766,456036769,21.085,12.0,0.16,1
E1282,456036766,456036768,189.029,7.0,0.16,1
E1283,456036768,456036765,19.955,7.0,0.16,1
E1284,456036768,456036766,189.029,7.0,0.16,1
E1285,456036768,456036769,270.673,7.0,0.16,1
E1286,456036769,456036772,24.763,12.0,0.16,1
E1287,456036769,456036768,270.673,7.0,0.16,1
E1288,456036772,316660565,6.502,12.0,0.16,1
E1289,456036782,456036784,42.93,7.0,0.16,1
E1290,456036784,456036791,36.023,7.0,0.16,1
E1291,456036784,456036786,135.29399999999998,7.0,0.16,1
E1292,456036784,456036782,42.93,7.0,0.16,1
E1293,456036786,456036787,36.973,7.0,0.16,1
E1294,456036786,456029935,28.197,7.0,0.16,1
E1295,456036786,10063594249,32.017,7.0,0.16,1
E1296,456036786,456036784,135.29399999999998,7.0,0.16,1
E1297,456036787,456036786,36.973,7.0,0.16,1
E1298,456036787,456036793,110.972,7.0,0.16,1
E1299,456036787,456036796,23.68,4.0,0.16,1
E1300,456036787,456029935,45.959,4.0,0.16,1
E1301,456036788,456036789,28.458,7.0,0.16,1
E1302,456036788,427531040,42.215,4.0,0.16,1
E1303,456036789,456036788,28.458,7.0,0.16,1
E1304,456036789,456036791,31.509,7.0,0.16,1
E1305,456036789,456036790,96.17,7.0,0.16,1
E1306,456036790,456036789,96.17,7.0,0.16,1
E1307,456036790,456036792,46.408,4.0,0.16,1
E1308,456036790,427531040,80.263,4.0,0.16,1
E1309,456036791,456036789,31.509,7.0,0.16,1
E1310,456036791,456036784,36.023,7.0,0.16,1
E1311,456036791,456036792,128.723,7.0,0.16,1
E1312,456036792,456036791,128.723,7.0,0.16,1
E1313,456036792,456029935,11.961,4.0,0.16,1
E1314,456036792,456036790,46.408,4.0,0.16,1
E1315,456036793,456036794,30.216,7.0,0.16,1
E1316,456036793,456036787,110.972,7.0,0.16,1
E1317,456036793,456036831,90.308,7.0,0.16,1
E1318,456036793,456029935,110.481,7.0,0.16,1
E1319,456036794,456036793,30.216,7.0,0.16,1
E1320,456036794,456036835,96.693,7.0,0.16,1
E1321,456036794,456036833,109.495,7.0,0.16,1
E1322,456036794,9190087446,57.938,7.0,0.16,1
E1323,456036795,6152779686,42.742,7.0,0.16,1
E1324,456036795,456036796,114.903,7.0,0.16,1
E1325,456036795,6152779685,37.605000000000004,7.0,0.16,1
E1326,456036796,456036787,23.68,4.0,0.16,1
E1327,456036796,456036835,32.203,7.0,0.16,1
E1328,456036796,456036795,114.90300000000002,7.0,0.16,1
E1329,456036796,456036838,33.567,4.0,0.16,1
E1330,456036797,456036798,80.696,7.0,0.16,1
E1331,456036797,456033107,21.684,4.0,0.16,1
E1332,456036797,426962372,35.131,4.0,0.16,1
E1333,456036797,11394021803,30.079,7.0,0.16,1
E1334,456036798,456036797,80.696,7.0,0.16,1
E1335,456036801,456036802,72.192,7.0,0.16,1
E1336,456036802,456036801,72.192,7.0,0.16,1
E1337,456036802,461754911,10.933,4.0,0.16,1
E1338,456036802,456029947,19.111,4.0,0.16,1
E1339,456036803,456036804,56.156,7.0,0.16,1
E1340,456036804,456036803,56.156,7.0,0.16,1
E1341,456036804,456033128,30.709,4.0,0.16,1
E1342,456036804,427531071,34.833,4.0,0.16,1
E1343,456036808,10063059448,13.995,4.0,0.16,1
E1344,456036808,456033128,62.293,4.0,0.16,1
E1345,456036808,10063059443,80.36099999999999,7.0,0.16,1
E1346,456036809,456036820,12.882,7.0,0.16,1
E1347,456036809,10063059461,23.11,7.0,0.16,1
E1348,456036809,9190087443,53.107,7.0,0.16,1
E1349,456036809,456036816,103.048,7.0,0.16,1
E1350,456036812,10063594244,43.278,7.0,0.16,1
E1351,456036812,426962375,29.265,7.0,0.16,1
E1352,456036812,456033115,38.887,7.0,0.16,1
E1353,456036812,10063594248,27.877,7.0,0.16,1
E1354,456036813,456036814,77.856,7.0,0.16,1
E1355,456036813,456036815,26.951,7.0,0.16,1
E1356,456036813,456036817,54.182,7.0,0.16,1
E1357,456036814,456036813,77.856,7.0,0.16,1
E1358,456036814,6196897701,19.633,7.0,0.16,1
E1359,456036814,426962375,18.129,7.0,0.16,1
E1360,456036815,456036813,26.951,7.0,0.16,1
E1361,456036815,456036818,17.094,7.0,0.16,1
E1362,456036815,456033136,106.703,7.0,0.16,1
E1363,456036816,456036821,19.644,7.0,0.16,1
E1364,456036816,456036817,30.761,7.0,0.16,1
E1365,456036816,456036809,103.048,7.0,0.16,1
E1366,456036817,10063594244,26.777,7.0,0.16,1
E1367,456036817,456036813,54.182,7.0,0.16,1
E1368,456036817,456036816,30.761,7.0,0.16,1
E1369,456036818,456036821,25.364,7.0,0.16,1
E1370,456036818,456036815,17.094,7.0,0.16,1
E1371,456036818,456036819,105.24,7.0,0.16,1
E1372,456036819,456033136,22.579,7.0,0.16,1
E1373,456036819,9190087441,14.681,7.0,0.16,1
E1374,456036819,456036818,105.24,7.0,0.16,1
E1375,456036820,9190087441,11.604,7.0,0.16,1
E1376,456036820,456036809,12.882,7.0,0.16,1
E1377,456036820,456036821,103.775,7.0,0.16,1
E1378,456036821,456036816,19.644,7.0,0.16,1
E1379,456036821,456036818,25.364,7.0,0.16,1
E1380,456036821,456036820,103.775,7.0,0.16,1
E1381,456036822,456033140,34.799,7.0,0.16,1
E1382,456036822,10063059457,24.19,7.0,0.16,1
E1383,456036822,456036826,70.139,7.0,0.16,1
E1384,456036822,11395353808,49.421,5.0,0.16,1
E1385,456036823,456036829,51.314,7.0,0.16,1
E1386,456036823,427593223,21.411,4.0,0.16,1
E1387,456036823,10063081062,14.865,4.0,0.16,1
E1388,456036824,10063059457,19.583,7.0,0.16,1
E1389,456036824,456036825,64.912,7.0,0.16,1
E1390,456036824,10063059453,29.326,7.0,0.16,1
E1391,456036825,456036827,42.644,7.0,0.16,1
E1392,456036825,456036824,64.912,7.0,0.16,1
E1393,456036825,456036826,48.442,7.0,0.16,1
E1394,456036826,456036829,31.873,7.0,0.16,1
E1395,456036826,456036822,70.139,7.0,0.16,1
E1396,456036826,456036825,48.442,7.0,0.16,1
E1397,456036827,10063059439,4.961,7.0,0.16,1
E1398,456036827,456036825,42.644,7.0,0.16,1
E1399,456036827,456036829,51.976,7.0,0.16,1
E1400,456036829,456036823,51.314,7.0,0.16,1
E1401,456036829,456036826,31.873,7.0,0.16,1
E1402,456036829,456036827,51.976,7.0,0.16,1
E1403,456036831,456036793,90.308,7.0,0.16,1
E1404,456036831,456036833,27.771,4.0,0.16,1
E1405,456036833,456036794,109.495,7.0,0.16,1
E1406,456036833,427531069,5.771,4.0,0.16,1
E1407,456036833,456036831,27.771,4.0,0.16,1
E1408,456036835,456036837,22.659,7.0,0.16,1
E1409,456036835,456036794,96.693,7.0,0.16,1
E1410,456036835,456036796,32.203,7.0,0.16,1
E1411,456036837,456036838,39.851,7.0,0.16,1
E1412,456036837,456036835,22.659,7.0,0.16,1
E1413,456036837,461755131,17.296,7.0,0.16,1
E1414,456036838,456036837,39.851,7.0,0.16,1
E1415,456036838,426962372,20.704,4.0,0.16,1
E1416,456036838,456036796,33.567,4.0,0.16,1
E1417,456086060,456086270,38.15,7.0,0.16,1
E1418,456086060,427593272,47.45,9.0,0.16,1
E1419,456086060,447079475,111.48899999999999,9.0,0.16,1
E1420,456086068,1599612417,39.026,7.0,0.16,1
E1421,456086068,6180361887,59.402,7.0,0.16,1
E1422,456086086,456086114,22.466,7.0,0.16,1
E1423,456086086,1599612417,32.891,7.0,0.16,1
E1424,456086086,456086088,63.105,7.0,0.16,1
E1425,456086086,10079132806,27.426,7.0,0.16,1
E1426,456086088,456086112,26.107,7.0,0.16,1
E1427,456086088,10079168131,29.096,7.0,0.16,1
E1428,456086088,456086090,72.928,7.0,0.16,1
E1429,456086088,456086086,63.105,7.0,0.16,1
E1430,456086090,456086088,72.928,7.0,0.16,1
E1431,456086090,426962378,56.341,7.0,0.16,1
E1432,456086090,456086110,25.013,7.0,0.16,1
E1433,456086110,456086090,25.013,7.0,0.16,1
E1434,456086112,456086088,26.107,7.0,0.16,1
E1435,456086112,1140764282,19.981,7.0,0.16,1
E1436,456086112,456086114,64.888,7.0,0.16,1
E1437,456086114,456086086,22.466,7.0,0.16,1
E1438,456086114,456086112,64.888,7.0,0.16,1
E1439,456086270,456086060,38.15,7.0,0.16,1
E1440,460976023,10028825561,41.162,7.0,0.16,1
E1441,460976023,460976134,148.424,7.0,0.16,1
E1442,460976023,11393419595,70.376,7.0,0.16,1
E1443,460976044,427593401,58.435,7.0,0.16,1
E1444,460976044,3422924508,97.694,7.0,0.16,1
E1445,460976059,10994609235,3.615,12.0,0.16,1
E1446,460976059,10094600866,37.576,7.0,0.16,1
E1447,460976059,583465629,78.824,7.0,0.16,1
E1448,460976063,580250771,96.59299999999999,7.0,0.16,1
E1449,460976063,10094600866,64.961,7.0,0.16,1
E1450,460976063,295735336,54.556,9.0,0.16,1
E1451,460976131,10028825562,38.174,7.0,0.16,1
E1452,460976131,9188725544,25.368,9.0,0.16,1
E1453,460976134,460976023,148.424,7.0,0.16,1
E1454,460976134,10028825562,38.964,7.0,0.16,1
E1455,460976141,10079377645,11.032,9.0,0.16,1
E1456,460976141,619036171,78.46,7.0,0.16,1
E1457,460976146,575356520,96.016,7.0,0.16,1
E1458,460976146,426841176,55.617,7.0,0.16,1
E1459,460976146,427593267,107.51599999999999,7.0,0.16,1
E1460,460976146,575347923,42.132,7.0,0.16,1
E1461,460976151,10850753028,20.359,9.0,0.16,1
E1462,460976151,427593149,33.804,9.0,0.16,1
E1463,460976151,460976152,144.961,7.0,0.16,1
E1464,460976152,427593148,32.408,9.0,0.16,1
E1465,460976152,460976151,144.961,7.0,0.16,1
E1466,461539221,461539245,97.649,7.0,0.16,1
E1467,461539221,461539243,50.438,7.0,0.16,1
E1468,461539221,461539241,36.744,4.0,0.16,1
E1469,461539232,427593385,38.04,7.0,0.16,1
E1470,461539232,427593088,35.133,7.0,0.16,1
E1471,461539232,461539233,111.577,7.0,0.16,1
E1472,461539233,427593348,36.184,7.0,0.16,1
E1473,461539233,427593347,38.763,7.0,0.16,1
E1474,461539233,461539238,65.024,7.0,0.16,1
E1475,461539233,461539232,111.577,7.0,0.16,1
E1476,461539234,461539261,37.193,7.0,0.16,1
E1477,461539234,427593349,28.163,7.0,0.16,1
E1478,461539234,461539235,65.528,7.0,0.16,1
E1479,461539235,461539260,36.394,7.0,0.16,1
E1480,461539235,427593321,31.378,7.0,0.16,1
E1481,461539235,461539234,65.528,7.0,0.16,1
E1482,461539236,427593176,48.395,7.0,0.16,1
E1483,461539236,10063093182,10.852,7.0,0.16,1
E1484,461539236,461539238,64.034,7.0,0.16,1
E1485,461539237,427593347,47.004,7.0,0.16,1
E1486,461539237,427593178,48.993,7.0,0.16,1
E1487,461539237,461539242,111.48,7.0,0.16,1
E1488,461539237,461539243,62.634,7.0,0.16,1
E1489,461539238,461539240,48.217,7.0,0.16,1
E1490,461539238,461539233,65.024,7.0,0.16,1
E1491,461539238,461539236,64.034,7.0,0.16,1
E1492,461539240,461539243,45.975,7.0,0.16,1
E1493,461539240,461539238,48.217,7.0,0.16,1
E1494,461539240,461539246,34.624,4.0,0.16,1
E1495,461539240,427593347,64.339,4.0,0.16,1
E1496,461539241,461539264,59.569,7.0,0.16,1
E1497,461539241,461539247,98.009,7.0,0.16,1
E1498,461539241,427593346,77.79,4.0,0.16,1
E1499,461539242,427593088,48.374,7.0,0.16,1
E1500,461539242,461539237,111.48,7.0,0.16,1
E1501,461539243,461539237,62.634,7.0,0.16,1
E1502,461539243,461539221,50.438,7.0,0.16,1
E1503,461539243,461539240,45.975,7.0,0.16,1
E1504,461539245,461539221,97.649,7.0,0.16,1
E1505,461539245,461539247,38.024,7.0,0.16,1
E1506,461539245,10063104557,65.66499999999999,7.0,0.16,1
E1507,461539246,461539264,37.051,7.0,0.16,1
E1508,461539246,427593176,26.941,4.0,0.16,1
E1509,461539246,461539240,34.624,4.0,0.16,1
E1510,461539247,461539241,98.009,7.0,0.16,1
E1511,461539247,461539245,38.024,7.0,0.16,1
E1512,461539247,427593086,76.433,7.0,0.16,1
E1513,461539248,575347923,58.888,7.0,0.16,1
E1514,461539248,10063101927,16.412,7.0,0.16,1
E1515,461539248,10063101926,96.841,7.0,0.16,1
E1516,461539249,10063101927,38.077,7.0,0.16,1
E1517,461539249,427593154,14.99,4.0,0.16,1
E1518,461539253,427593248,51.005,7.0,0.16,1
E1519,461539254,461539255,45.502,7.0,0.16,1
E1520,461539254,427593257,34.576,4.0,0.16,1
E1521,461539255,461539254,45.502,7.0,0.16,1
E1522,461539256,461539257,100.803,5.0,0.16,1
E1523,461539256,10063093173,27.834,4.0,0.16,1
E1524,461539257,461539256,100.803,5.0,0.16,1
E1525,461539257,10063093174,25.807,4.0,0.16,1
E1526,461539257,1290203325,88.62,4.0,0.16,1
E1527,461539258,427593248,39.562,4.0,0.16,1
E1528,461539258,461539259,102.344,7.0,0.16,1
E1529,461539258,577450297,93.651,7.0,0.16,1
E1530,461539259,427593247,38.018,4.0,0.16,1
E1531,461539259,461539258,102.344,7.0,0.16,1
E1532,461539259,10063093174,19.448,4.0,0.16,1
E1533,461539259,427593246,132.33599999999998,7.0,0.16,1
E1534,461539260,461539262,35.201,7.0,0.16,1
E1535,461539260,461539235,36.394,7.0,0.16,1
E1536,461539260,461539261,66.707,7.0,0.16,1
E1537,461539261,427593240,65.02,7.0,0.16,1
E1538,461539261,461539234,37.193,7.0,0.16,1
E1539,461539261,461539260,66.707,7.0,0.16,1
E1540,461539262,427593348,27.66,7.0,0.16,1
E1541,461539262,461539260,35.201,7.0,0.16,1
E1542,461539262,461539263,38.087,7.0,0.16,1
E1543,461539263,461539262,38.087,7.0,0.16,1
E1544,461539264,461539246,37.051,7.0,0.16,1
E1545,461539264,461539241,59.569,7.0,0.16,1
E1546,461539264,461539265,78.834,7.0,0.16,1
E1547,461539265,1290203325,33.756,7.0,0.16,1
E1548,461539265,427593346,63.413,7.0,0.16,1
E1549,461539265,461539264,78.834,7.0,0.16,1
E1550,461754622,427593170,101.044,7.0,0.16,1
E1551,461754622,427593385,109.473,7.0,0.16,1
E1552,461754622,9360650399,62.879,7.0,0.16,1
E1553,461754622,652440598,37.184,7.0,0.16,1
E1554,461754624,461754668,34.928,7.0,0.16,1
E1555,461754624,10062947367,30.687,7.0,0.16,1
E1556,461754624,9360650398,69.977,7.0,0.16,1
E1557,461754633,461754841,23.917,4.0,0.16,1
E1558,461754633,461754802,53.112,7.0,0.16,1
E1559,461754633,10063081075,26.596,7.0,0.16,1
E1560,461754633,427593166,54.457,4.0,0.16,1
E1561,461754635,461754752,24.224,7.0,0.16,1
E1562,461754635,461754905,42.421,7.0,0.16,1
E1563,461754635,10997162418,27.347,7.0,0.16,1
E1564,461754635,461754773,21.414,7.0,0.16,1
E1565,461754645,461755388,27.604,7.0,0.16,1
E1566,461754645,461754726,24.549,7.0,0.16,1
E1567,461754664,461754671,38.887,7.0,0.16,1
E1568,461754664,461754668,78.761,7.0,0.16,1
E1569,461754668,461754624,34.928,7.0,0.16,1
E1570,461754668,461754673,40.488,7.0,0.16,1
E1571,461754668,461754664,78.761,7.0,0.16,1
E1572,461754671,427593395,26.596,7.0,0.16,1
E1573,461754671,461754664,38.887,7.0,0.16,1
E1574,461754671,461754673,78.788,7.0,0.16,1
E1575,461754673,461754668,40.488,7.0,0.16,1
E1576,461754673,427593406,25.954,7.0,0.16,1
E1577,461754673,461754671,78.788,7.0,0.16,1
E1578,461754676,461754767,28.545,7.0,0.16,1
E1579,461754676,461754703,22.048,7.0,0.16,1
E1580,461754676,461754681,21.733,7.0,0.16,1
E1581,461754681,461754760,28.881,7.0,0.16,1
E1582,461754681,427593395,89.546,7.0,0.16,1
E1583,461754681,461754676,21.733,7.0,0.16,1
E1584,461754681,461754684,27.969,7.0,0.16,1
E1585,461754684,10062781009,19.166,7.0,0.16,1
E1586,461754684,426962417,19.026,7.0,0.16,1
E1587,461754684,461754681,27.969,7.0,0.16,1
E1588,461754687,461754740,24.131,7.0,0.16,1
E1589,461754687,461755389,31.147,7.0,0.16,1
E1590,461754687,461754689,44.176,7.0,0.16,1
E1591,461754687,461755421,24.886,7.0,0.16,1
E1592,461754689,461755399,31.596,7.0,0.16,1
E1593,461754689,461754687,44.176,7.0,0.16,1
E1594,461754703,461755421,32.676,7.0,0.16,1
E1595,461754703,461754676,22.048,7.0,0.16,1
E1596,461754703,461754769,30.562,7.0,0.16,1
E1597,461754724,461755421,76.554,7.0,0.16,1
E1598,461754726,461754645,24.549,7.0,0.16,1
E1599,461754726,461754756,50.24,7.0,0.16,1
E1600,461754726,461755427,28.552,7.0,0.16,1
E1601,461754733,461754740,22.556,7.0,0.16,1
E1602,461754740,461754733,22.556,7.0,0.16,1
E1603,461754740,461754687,24.131,7.0,0.16,1
E1604,461754742,426962417,10.424,7.0,0.16,1
E1605,461754742,461754752,31.577,7.0,0.16,1
E1606,461754742,461754760,27.707,7.0,0.16,1
E1607,461754752,461754742,31.577,7.0,0.16,1
E1608,461754752,461754635,24.224,7.0,0.16,1
E1609,461754752,461755424,54.836,7.0,0.16,1
E1610,461754754,461754769,16.486,7.0,0.16,1
E1611,461754754,461754767,5.437,7.0,0.16,1
E1612,461754754,461755424,31.001,7.0,0.16,1
E1613,461754756,461754726,50.24,7.0,0.16,1
E1614,461754756,10997162418,26.933,7.0,0.16,1
E1615,461754756,461755424,26.255,7.0,0.16,1
E1616,461754760,461754681,28.881,7.0,0.16,1
E1617,461754760,461754767,21.772,7.0,0.16,1
E1618,461754760,461754742,27.707,7.0,0.16,1
E1619,461754767,461754676,28.545,7.0,0.16,1
E1620,461754767,461754754,5.437,7.0,0.16,1
E1621,461754767,461754760,21.772,7.0,0.16,1
E1622,461754769,461754703,30.562,7.0,0.16,1
