name,source,target,length,free_flow_speed,jam_density,merge_priority
E544,427593247,427593384,46.858,4.0,0.16,1
E545,427593247,461539259,38.018,4.0,0.16,1
E546,427593247,427593246,116.853,7.0,0.16,1
E547,427593248,427593247,103.268,7.0,0.16,1
E548,427593248,461539253,51.005,7.0,0.16,1
E549,427593248,461539254,17.05,4.0,0.16,1
E550,427593249,427593353,102.25,7.0,0.16,1
E551,427593249,427593258,23.314,7.0,0.16,1
E552,427593249,427593246,40.868,7.0,0.16,1
E553,427593250,427593251,91.331,7.0,0.16,1
E554,427593250,4415661208,107.413,7.0,0.16,1
E555,427593250,426962419,36.858,4.0,0.16,1
E556,427593250,427593354,37.1,4.0,0.16,1
E557,427593251,427593250,91.331,7.0,0.16,1
E558,427593251,427593208,36.255,7.0,0.16,1
E559,427593251,426962401,19.903,7.0,0.16,1
E560,427593252,427593353,33.796,7.0,0.16,1
E561,427593252,1290203317,8.772,7.0,0.16,1
E562,427593252,1290203356,18.2,7.0,0.16,1
E563,427593254,427593255,223.67,7.0,0.16,1
E564,427593254,427593244,23.119,7.0,0.16,1
E565,427593254,426962396,45.438,7.0,0.16,1
E566,427593255,427593256,103.651,7.0,0.16,1
E567,427593255,427593254,223.67,7.0,0.16,1
E568,427593255,427593383,54.888,4.0,0.16,1
E569,427593255,427593384,51.799,4.0,0.16,1
E570,427593256,427593255,103.651,7.0,0.16,1
E571,427593256,461539249,40.136,4.0,0.16,1
E572,427593257,427593384,103.538,7.0,0.16,1
E573,427593257,10063101926,42.868,7.0,0.16,1
E574,427593257,427593256,46.607,4.0,0.16,1
E575,427593258,427593384,160.194,7.0,0.16,1
E576,427593258,426962396,36.887,7.0,0.16,1
E577,427593258,427593249,23.314,7.0,0.16,1
E578,427593259,427593260,105.922,7.0,0.16,1
E579,427593259,427593262,24.301,4.0,0.16,1
E580,427593259,427593383,30.328,4.0,0.16,1
E581,427593260,427593259,105.922,7.0,0.16,1
E582,427593260,427593261,23.564,4.0,0.16,1
E583,427593261,427593262,106.674,7.0,0.16,1
E584,427593261,11393433712,29.285,7.0,0.16,1
E585,427593261,251361753,49.122,4.0,0.16,1
E586,427593262,427593261,106.674,7.0,0.16,1
E587,427593262,427593305,49.537,4.0,0.16,1
E588,427593262,427593259,24.301,4.0,0.16,1
E589,427593263,427593269,87.868,7.0,0.16,1
E590,427593263,427593303,38.078,4.0,0.16,1
E591,427593263,251361753,46.402,4.0,0.16,1
E592,427593263,427593141,109.65400000000001,7.0,0.16,1
E593,427593264,6887682079,48.144,7.0,0.16,1
E594,427593264,426841176,46.593,12.0,0.16,1
E595,427593267,460976146,107.51599999999999,7.0,0.16,1
E596,427593268,427593269,141.229,7.0,0.16,1
E597,427593268,427593143,39.131,9.0,0.16,1
E598,427593269,427593263,87.868,7.0,0.16,1
E599,427593269,427593268,141.229,7.0,0.16,1
E600,427593269,427593306,38.914,9.0,0.16,1
E601,427593272,456033065,96.411,9.0,0.16,1
E602,427593272,447079475,63.85,9.0,0.16,1
E603,427593272,456086060,47.45,9.0,0.16,1
E604,427593276,427593277,67.45,7.0,0.16,1
E605,427593276,456036760,100.672,12.0,0.16,1
E606,427593277,427593278,79.636,7.0,0.16,1
E607,427593277,427593276,67.45,7.0,0.16,1
E608,427593277,316660939,44.179,7.0,0.16,1
E609,427593277,10063706437,46.45,7.0,0.16,1
E610,427593278,427593279,72.248,7.0,0.16,1
E611,427593278,427593277,79.636,7.0,0.16,1
E612,427593278,456029949,27.022,7.0,0.16,1
E613,427593278,456029939,47.400000000000006,7.0,0.16,1
E614,427593279,456029945,73.093,7.0,0.16,1
E615,427593279,427593278,72.248,7.0,0.16,1
E616,427593279,456029952,20.939,7.0,0.16,1
E617,427593279,456034395,50.43,7.0,0.16,1
E618,427593280,427593135,39.857,7.0,0.16,1
E619,427593280,427593138,39.623,7.0,0.16,1
E620,427593280,427593134,146.559,7.0,0.16,1
E621,427593280,427593281,48.963,7.0,0.16,1
E622,427593281,427593080,79.436,12.0,0.16,1
E623,427593281,427593280,48.963,7.0,0.16,1
E624,427593282,427593369,79.359,7.0,0.16,1
E625,427593282,10060577450,75.332,7.0,0.16,1
E626,427593282,427593281,46.18,7.0,0.16,1
E627,427593283,6197308208,29.12,7.0,0.16,1
E628,427593283,427593135,39.322,7.0,0.16,1
E629,427593283,427593080,49.016000000000005,7.0,0.16,1
E630,427593284,9814346291,49.476,4.0,0.16,1
E631,427593284,618710180,97.624,7.0,0.16,1
E632,427593284,427593147,103.708,7.0,0.16,1
E633,427593285,427593146,102.98,7.0,0.16,1
E634,427593285,427593368,35.802,4.0,0.16,1
E635,427593286,427593287,36.84,7.0,0.16,1
E636,427593286,427593297,100.612,4.0,0.16,1
E637,427593286,427593079,107.142,7.0,0.16,1
E638,427593287,427593288,40.338,7.0,0.16,1
E639,427593287,427593286,36.84,7.0,0.16,1
E640,427593287,427593296,100.336,5.0,0.16,1
E641,427593288,427593397,100.438,7.0,0.16,1
E642,427593288,427593287,40.338,7.0,0.16,1
E643,427593288,427593110,81.238,7.0,0.16,1
E644,427593288,427593289,37.927,7.0,0.16,1
E645,427593289,427593295,100.383,5.0,0.16,1
E646,427593289,427593106,44.06,7.0,0.16,1
E647,427593289,427593130,81.007,5.0,0.16,1
E648,427593289,427593288,37.927,7.0,0.16,1
E649,427593290,427593396,100.238,5.0,0.16,1
E650,427593290,427593291,42.316,7.0,0.16,1
E651,427593290,427593106,35.101,7.0,0.16,1
E652,427593290,427593127,81.259,5.0,0.16,1
E653,427593291,427593126,81.482,7.0,0.16,1
E654,427593291,427593292,100.114,7.0,0.16,1
E655,427593291,427593118,37.191,7.0,0.16,1
E656,427593291,427593290,42.316,7.0,0.16,1
E657,427593292,427593291,100.114,7.0,0.16,1
E658,427593292,427593125,95.655,7.0,0.16,1
E659,427593292,427593293,37.235,4.0,0.16,1
E660,427593292,427593396,41.44,4.0,0.16,1
E661,427593293,427593119,94.916,5.0,0.16,1
E662,427593293,427593118,100.037,5.0,0.16,1
E663,427593293,427593294,40.768,4.0,0.16,1
E664,427593293,427593292,37.235,4.0,0.16,1
E665,427593294,427593114,94.729,9.0,0.16,1
E666,427593294,427593293,40.768,4.0,0.16,1
E667,427593294,427593078,100.195,9.0,0.16,1
E668,427593294,427593067,72.03200000000001,4.0,0.16,1
E669,427593295,427593289,100.383,5.0,0.16,1
E670,427593295,427593105,41.852,4.0,0.16,1
E671,427593295,427593129,95.898,7.0,0.16,1
E672,427593295,427593397,39.63,4.0,0.16,1
E673,427593296,427593131,96.08,5.0,0.16,1
E674,427593296,427593397,37.94,4.0,0.16,1
E675,427593296,427593297,37.94,4.0,0.16,1
E676,427593296,427593287,100.336,5.0,0.16,1
E677,427593297,427593117,96.134,4.0,0.16,1
E678,427593297,427593296,37.94,4.0,0.16,1
E679,427593297,295735341,110.244,4.0,0.16,1
E680,427593298,427593115,202.60299999999998,7.0,0.16,1
E681,427593298,576099520,78.935,7.0,0.16,1
E682,427593298,427593124,78.031,4.0,0.16,1
E683,427593298,427593111,77.51599999999999,4.0,0.16,1
E684,427593299,9190087422,74.15,4.0,0.16,1
E685,427593299,426962427,114.951,4.0,0.16,1
E686,427593299,427593398,198.303,4.0,0.16,1
E687,427593300,613008658,55.353,7.0,0.16,1
E688,427593300,576099520,122.871,7.0,0.16,1
E689,427593300,427593398,154.76000000000002,7.0,0.16,1
E690,427593300,427593103,215.336,7.0,0.16,1
E691,427593301,577449988,60.589,4.0,0.16,1
E692,427593301,581469973,130.88500000000002,4.0,0.16,1
E693,427593301,10060631521,108.60900000000001,4.0,0.16,1
E694,427593301,295735338,114.173,4.0,0.16,1
E695,427593303,10063657547,54.212,7.0,0.16,1
E696,427593303,1096956256,42.976,4.0,0.16,1
E697,427593303,427593263,38.078,4.0,0.16,1
E698,427593304,1578117095,36.831,4.0,0.16,1
E699,427593304,427593144,52.318,4.0,0.16,1
E700,427593304,2631196070,104.376,7.0,0.16,1
E701,427593304,427593399,108.603,7.0,0.16,1
E702,427593305,427593141,44.508,4.0,0.16,1
E703,427593305,427593262,49.537,4.0,0.16,1
E704,427593305,251361753,108.958,12.0,0.16,1
E705,427593306,427593303,89.452,7.0,0.16,1
E706,427593306,460976152,29.626,9.0,0.16,1
E707,427593308,10063089195,52.936,9.0,0.16,1
E708,427593308,581469973,72.131,4.0,0.16,1
E709,427593308,10094600862,60.102000000000004,4.0,0.16,1
E710,427593309,427593183,94.20400000000001,7.0,0.16,1
E711,427593309,597520668,92.69,7.0,0.16,1
E712,427593309,10028878532,79.11,9.0,0.16,1
E713,427593310,427593230,68.679,7.0,0.16,1
E714,427593310,427593314,24.55,7.0,0.16,1
E715,427593310,427593312,34.233,7.0,0.16,1
E716,427593312,427593351,66.829,7.0,0.16,1
E717,427593312,10063800291,35.439,7.0,0.16,1
E718,427593312,427593310,34.233,7.0,0.16,1
E719,427593313,427593314,48.379,7.0,0.16,1
E720,427593313,427593224,16.88,4.0,0.16,1
E721,427593313,427593315,95.214,4.0,0.16,1
E722,427593314,427593313,48.379,7.0,0.16,1
E723,427593314,427593310,24.55,7.0,0.16,1
E724,427593314,11394013174,66.354,7.0,0.16,1
E725,427593314,10063800291,93.24199999999999,7.0,0.16,1
E726,427593315,427593316,106.94,7.0,0.16,1
E727,427593315,427593318,33.739,4.0,0.16,1
E728,427593315,427593313,95.214,4.0,0.16,1
E729,427593316,427593179,28.649,7.0,0.16,1
E730,427593316,427593319,12.431,7.0,0.16,1
E731,427593316,427593315,106.94,7.0,0.16,1
E732,427593317,427593319,20.984,7.0,0.16,1
E733,427593317,652440573,13.446,7.0,0.16,1
E734,427593317,427593318,107.371,7.0,0.16,1
E735,427593318,427593317,107.371,7.0,0.16,1
E736,427593318,427593315,33.739,4.0,0.16,1
E737,427593318,427593168,49.741,4.0,0.16,1
E738,427593319,427593316,12.431,7.0,0.16,1
E739,427593319,427593317,20.984,7.0,0.16,1
E740,427593319,652440608,101.357,7.0,0.16,1
E741,427593320,652440608,109.831,7.0,0.16,1
E742,427593320,652440574,34.703,7.0,0.16,1
E743,427593320,427593348,41.474,7.0,0.16,1
E744,427593321,10063093182,19.139,7.0,0.16,1
E745,427593321,427593238,28.969,7.0,0.16,1
E746,427593321,461539235,31.378,7.0,0.16,1
E747,427593329,456033134,15.799,7.0,0.16,1
E748,427593329,456033167,8.491,7.0,0.16,1
E749,427593336,456034399,29.008,7.0,0.16,1
E750,427593336,456033151,11.131,7.0,0.16,1
E751,427593336,427593391,125.398,7.0,0.16,1
E752,427593339,427593166,75.322,7.0,0.16,1
E753,427593339,461754771,27.602,7.0,0.16,1
E754,427593339,10062781013,49.251,7.0,0.16,1
E755,427593339,461754774,59.708,7.0,0.16,1
E756,427593346,461539265,63.413,7.0,0.16,1
E757,427593346,427593086,97.52,7.0,0.16,1
E758,427593346,461539256,91.09,4.0,0.16,1
E759,427593347,461539233,38.763,7.0,0.16,1
E760,427593347,461539237,47.004,7.0,0.16,1
E761,427593347,461539240,64.339,4.0,0.16,1
E762,427593347,427593088,112.315,4.0,0.16,1
E763,427593348,427593240,66.494,7.0,0.16,1
E764,427593348,461539233,36.184,7.0,0.16,1
E765,427593348,427593320,41.474,7.0,0.16,1
E766,427593348,461539262,27.66,7.0,0.16,1
E767,427593349,427593238,36.417,7.0,0.16,1
E768,427593349,427593350,35.444,7.0,0.16,1
E769,427593349,461539234,28.163,7.0,0.16,1
E770,427593349,427593239,113.745,7.0,0.16,1
E771,427593350,427593349,35.444,7.0,0.16,1
E772,427593350,652440658,29.736,7.0,0.16,1
E773,427593350,652440655,105.664,7.0,0.16,1
E774,427593350,427593236,110.528,7.0,0.16,1
E775,427593351,427593235,105.095,7.0,0.16,1
E776,427593351,427593312,66.829,7.0,0.16,1
E777,427593351,652440661,25.64,7.0,0.16,1
E778,427593351,427593230,31.468,7.0,0.16,1
E779,427593353,427593252,33.796,7.0,0.16,1
E780,427593353,427593243,35.711,7.0,0.16,1
E781,427593353,4415661208,45.196,7.0,0.16,1
E782,427593353,427593249,102.25,7.0,0.16,1
E783,427593354,427593208,92.215,7.0,0.16,1
E784,427593354,427593207,106.313,7.0,0.16,1
E785,427593354,427593250,37.1,4.0,0.16,1
E786,427593354,427593205,34.167,4.0,0.16,1
E787,427593355,427593205,92.24,7.0,0.16,1
E788,427593355,427593381,108.527,7.0,0.16,1
E789,427593355,427593356,37.287,7.0,0.16,1
E790,427593355,10063063251,20.892,7.0,0.16,1
E791,427593356,427593214,107.085,7.0,0.16,1
E792,427593356,427593382,93.452,7.0,0.16,1
E793,427593356,427593357,32.358,7.0,0.16,1
E794,427593356,427593355,37.287,7.0,0.16,1
E795,427593357,427593213,90.822,7.0,0.16,1
E796,427593357,427593380,108.18,7.0,0.16,1
E797,427593357,427593358,36.361,7.0,0.16,1
E798,427593357,427593356,32.358,7.0,0.16,1
E799,427593358,427593379,106.718,7.0,0.16,1
E800,427593358,427593217,91.439,7.0,0.16,1
E801,427593358,426962404,35.153,7.0,0.16,1
E802,427593358,427593357,36.361,7.0,0.16,1
E803,427593359,10063059341,89.824,7.0,0.16,1
E804,427593359,427593366,95.238,7.0,0.16,1
E805,427593359,427593360,55.577,7.0,0.16,1
E806,427593359,426962409,47.705,7.0,0.16,1
E807,427593360,10063059340,86.45,7.0,0.16,1
E808,427593360,427593365,95.994,7.0,0.16,1
E809,427593360,9190087428,53.866,7.0,0.16,1
E810,427593360,427593359,55.577,7.0,0.16,1
E811,427593361,427593362,39.19,7.0,0.16,1
E812,427593361,427593145,97.159,7.0,0.16,1
E813,427593361,9814346291,194.85500000000002,7.0,0.16,1
E814,427593362,427593140,95.764,7.0,0.16,1
E815,427593362,426962409,45.726,7.0,0.16,1
E816,427593362,427593368,194.57600000000002,7.0,0.16,1
E817,427593363,427593361,49.656,7.0,0.16,1
E818,427593363,618710180,98.41,7.0,0.16,1
E819,427593363,427593364,98.228,7.0,0.16,1
E820,427593364,10060562676,29.792,4.0,0.16,1
E821,427593364,580236832,97.388,7.0,0.16,1
E822,427593364,427593363,98.228,7.0,0.16,1
E823,427593365,10063063243,38.242,7.0,0.16,1
E824,427593365,427593366,54.827,4.0,0.16,1
E825,427593365,9786116673,2.514,4.0,0.16,1
E826,427593365,427593360,95.994,7.0,0.16,1
E827,427593366,10063063244,36.958,7.0,0.16,1
E828,427593366,427593365,54.827,4.0,0.16,1
E829,427593366,427593359,95.238,7.0,0.16,1
E830,427593366,251361752,46.731,4.0,0.16,1
E831,427593367,6197308211,45.638,4.0,0.16,1
E832,427593367,10063059341,104.451,7.0,0.16,1
E833,427593367,427531060,40.824,7.0,0.16,1
E834,427593368,427593369,103.027,7.0,0.16,1
E835,427593368,427593362,194.57600000000002,7.0,0.16,1
E836,427593368,427593081,45.902,4.0,0.16,1
E837,427593369,427593368,103.027,7.0,0.16,1
E838,427593369,427593282,79.359,7.0,0.16,1
E839,427593369,427593146,37.502,7.0,0.16,1
E840,427593370,427593165,102.856,7.0,0.16,1
E841,427593370,427593164,77.154,7.0,0.16,1
E842,427593370,427593079,44.817,7.0,0.16,1
E843,427593371,427593210,35.639,7.0,0.16,1
E844,427593371,427593372,31.98,7.0,0.16,1
E845,427593371,427593380,71.912,7.0,0.16,1
E846,427593371,427593212,53.909,7.0,0.16,1
E847,427593372,427593371,31.98,7.0,0.16,1
E848,427593372,427593373,36.689,7.0,0.16,1
E849,427593372,427593218,53.274,7.0,0.16,1
E850,427593372,427593379,71.615,7.0,0.16,1
E851,427593373,427593372,36.689,7.0,0.16,1
E852,427593373,427593374,32.793,7.0,0.16,1
E853,427593373,427593378,74.872,7.0,0.16,1
E854,427593373,427593219,51.306,7.0,0.16,1
E855,427593374,427593373,32.793,7.0,0.16,1
E856,427593374,427593375,35.745,7.0,0.16,1
E857,427593374,427593222,52.055,7.0,0.16,1
E858,427593374,427593377,74.261,7.0,0.16,1
E859,427593375,427593374,35.745,7.0,0.16,1
E860,427593375,456033178,33.663,7.0,0.16,1
E861,427593375,427593376,74.826,7.0,0.16,1
E862,427593375,427593223,51.234,7.0,0.16,1
E863,427593376,461754875,32.023,7.0,0.16,1
E864,427593376,427593377,35.841,7.0,0.16,1
E865,427593376,427593225,122.823,7.0,0.16,1
E866,427593376,427593375,74.826,7.0,0.16,1
E867,427593377,427593376,35.841,7.0,0.16,1
E868,427593377,427593378,32.047,7.0,0.16,1
E869,427593377,427593374,74.261,7.0,0.16,1
E870,427593377,10008065414,103.316,7.0,0.16,1
E871,427593378,427593377,32.047,7.0,0.16,1
E872,427593378,427593379,37.894,7.0,0.16,1
E873,427593378,426962404,104.246,7.0,0.16,1
E874,427593378,427593373,74.872,7.0,0.16,1
E875,427593379,427593378,37.894,7.0,0.16,1
E876,427593379,427593380,33.373,7.0,0.16,1
E877,427593379,427593372,71.615,7.0,0.16,1
E878,427593379,427593358,106.718,7.0,0.16,1
E879,427593380,427593357,108.18,7.0,0.16,1
E880,427593380,427593371,71.912,7.0,0.16,1
E881,427593380,427593379,33.373,7.0,0.16,1
E882,427593380,427593214,35.321,7.0,0.16,1
E883,427593381,427593355,108.527,7.0,0.16,1
E884,427593381,427593204,71.782,7.0,0.16,1
E885,427593381,427593214,34.265,7.0,0.16,1
E886,427593382,427593356,93.452,7.0,0.16,1
E887,427593382,427593234,21.862,7.0,0.16,1
E888,427593382,427593205,34.803,4.0,0.16,1
E889,427593382,427593213,35.211,4.0,0.16,1
E890,427593383,427593156,224.591,7.0,0.16,1
E891,427593383,427593154,104.843,7.0,0.16,1
E892,427593383,427593255,54.888,4.0,0.16,1
E893,427593383,427593259,30.328,4.0,0.16,1
E894,427593384,427593258,160.194,7.0,0.16,1
E895,427593384,427593257,103.538,7.0,0.16,1
E896,427593384,427593255,51.799,4.0,0.16,1
E897,427593384,427593247,46.858,4.0,0.16,1
E898,427593385,461754622,109.473,7.0,0.16,1
E899,427593385,461539232,38.04,7.0,0.16,1
E900,427593385,9360650401,64.551,7.0,0.16,1
E901,427593385,652440574,35.44,7.0,0.16,1
E902,427593388,10063081066,61.88,7.0,0.16,1
E903,427593388,461755386,33.443,7.0,0.16,1
E904,427593388,427593389,34.239,7.0,0.16,1
E905,427593389,427593388,34.239,7.0,0.16,1
E906,427593389,429286748,37.131,7.0,0.16,1
E907,427593389,5353889634,61.588,4.0,0.16,1
E908,427593391,456033134,29.508,7.0,0.16,1
E909,427593391,427593336,125.398,7.0,0.16,1
E910,427593392,427593211,151.775,7.0,0.16,1
E911,427593392,10063081065,14.42,7.0,0.16,1
E912,427593392,456033215,33.71,7.0,0.16,1
E913,427593392,427593405,33.082,7.0,0.16,1
E914,427593393,10062781009,66.446,7.0,0.16,1
E915,427593393,427593395,31.261,7.0,0.16,1
E916,427593393,10062952518,15.284,7.0,0.16,1
E917,427593394,427593406,68.694,7.0,0.16,1
E918,427593394,9362874580,18.846,4.0,0.16,1
E919,427593395,427593393,31.261,7.0,0.16,1
E920,427593395,461754671,26.596,7.0,0.16,1
E921,427593395,461754681,89.546,7.0,0.16,1
E922,427593396,427593128,95.399,5.0,0.16,1
E923,427593396,427593290,100.238,5.0,0.16,1
E924,427593396,427593292,41.44,4.0,0.16,1
E925,427593396,427593105,36.39,4.0,0.16,1
E926,427593397,427593288,100.438,7.0,0.16,1
E927,427593397,427593116,96.261,7.0,0.16,1
E928,427593397,427593295,39.63,4.0,0.16,1
E929,427593397,427593296,37.94,4.0,0.16,1
E930,427593398,10060601907,69.47,7.0,0.16,1
E931,427593398,427593300,154.76,7.0,0.16,1
E932,427593398,10060631521,99.011,4.0,0.16,1
E933,427593398,427593299,198.303,4.0,0.16,1
E934,427593399,11304834587,33.525,4.0,0.16,1
E935,427593399,1096956256,13.266,4.0,0.16,1
E936,427593399,588511725,28.085,7.0,0.16,1
E937,427593399,427593304,108.603,7.0,0.16,1
E938,427593400,427593091,104.506,7.0,0.16,1
E939,427593400,295747254,75.272,7.0,0.16,1
E940,427593400,427593098,106.06899999999999,7.0,0.16,1
E941,427593400,442966047,77.673,7.0,0.16,1
E942,427593401,10079377651,46.991,7.0,0.16,1
E943,427593401,460976044,58.435,7.0,0.16,1
E944,427593401,427593089,95.031,4.0,0.16,1
E945,427593405,427593392,33.082,7.0,0.16,1
E946,427593405,429286749,38.93,7.0,0.16,1
E947,427593405,427531049,122.699,4.0,0.16,1
E948,427593405,10063081064,14.493,4.0,0.16,1
E949,427593406,461754673,25.954,7.0,0.16,1
E950,427593406,10062781013,56.601,7.0,0.16,1
E951,427593406,10062781016,19.501,7.0,0.16,1
E952,427593406,427593394,68.694,7.0,0.16,1
E953,428054932,456029911,50.627,7.0,0.16,1
E954,428054932,456029899,46.207,7.0,0.16,1
E955,428054932,428054934,78.852,12.0,0.16,1
E956,428054934,456029897,46.575,7.0,0.16,1
E957,428054934,456029912,50.263,7.0,0.16,1
E958,428054934,428054936,78.338,12.0,0.16,1
E959,428054936,456034393,51.375,7.0,0.16,1
E960,428054936,456029895,46.595,7.0,0.16,1
E961,428054936,427531054,47.681,12.0,0.16,1
E962,429286745,427531049,41.039,7.0,0.16,1
E963,429286745,429286749,124.945,7.0,0.16,1
E964,429286745,456033184,29.698,7.0,0.16,1
E965,429286748,427593389,37.131,7.0,0.16,1
E966,429286748,5354272793,63.449,7.0,0.16,1
E967,429286749,427593405,38.93,7.0,0.16,1
E968,429286749,5354272793,64.468,7.0,0.16,1
E969,429286749,429286745,124.945,7.0,0.16,1
E970,442966046,613014002,75.996,4.0,0.16,1
E971,442966046,427593098,76.996,4.0,0.16,1
E972,442966046,442966047,106.28800000000001,7.0,0.16,1
E973,442966047,10079377651,29.907,7.0,0.16,1
E974,442966047,427593400,77.673,7.0,0.16,1
E975,442966047,442966048,105.452,7.0,0.16,1
E976,442966047,442966046,106.28800000000001,7.0,0.16,1
E977,442966048,442966051,73.365,7.0,0.16,1
E978,442966048,442966047,105.452,7.0,0.16,1
E979,442966051,427593097,66.548,7.0,0.16,1
E980,442966051,442966048,73.365,7.0,0.16,1
E981,442966201,427593103,52.714,7.0,0.16,1
E982,442966201,427593183,54.87400000000001,7.0,0.16,1
E983,442966201,580248015,137.252,7.0,0.16,1
E984,442966312,427593098,67.082,7.0,0.16,1
E985,442966312,442966467,150.956,7.0,0.16,1
E986,442966312,427593180,55.491,7.0,0.16,1
E987,442966467,442966312,150.956,7.0,0.16,1
E988,442966467,613007326,23.161,4.0,0.16,1
E989,442966467,4352585854,97.172,4.0,0.16,1
E990,447079473,447079475,25.458,9.0,0.16,1
E991,447079473,10861951570,63.93,4.0,0.16,1
E992,447079473,11209626937,159.803,9.0,0.16,1
E993,447079475,447079473,25.458,9.0,0.16,1
E994,447079475,427593272,63.85,9.0,0.16,1
E995,447079475,456086060,111.489,9.0,0.16,1
E996,447079597,456033067,39.317,4.0,0.16,1
E997,447079597,10060540198,20.244,4.0,0.16,1
E998,447079597,456033065,116.159,7.0,0.16,1
E999,447079599,456033082,41.128,4.0,0.16,1
E1000,447079599,456033078,41.527,4.0,0.16,1
E1001,447079599,456033081,182.74,7.0,0.16,1
E1002,456029891,456029931,45.767,7.0,0.16,1
E1003,456029891,456034393,90.807,7.0,0.16,1
E1004,456029891,967505223,43.377,7.0,0.16,1
E1005,456029895,428054936,46.595,7.0,0.16,1
E1006,456029895,316660603,117.843,7.0,0.16,1
E1007,456029895,456029904,40.677,7.0,0.16,1
E1008,456029895,456029909,48.941,7.0,0.16,1
E1009,456029897,428054934,46.575,7.0,0.16,1
E1010,456029897,456029902,31.996,7.0,0.16,1
E1011,456029897,456029899,76.392,7.0,0.16,1
E1012,456029897,456029904,38.574,7.0,0.16,1
E1013,456029899,428054932,46.207,7.0,0.16,1
E1014,456029899,456029897,76.392,7.0,0.16,1
E1015,456029899,650617133,81.264,7.0,0.16,1
E1016,456029902,456029897,31.996,7.0,0.16,1
E1017,456029904,456029897,38.574,7.0,0.16,1
E1018,456029904,456029895,40.677,7.0,0.16,1
E1019,456029904,456029906,75.132,7.0,0.16,1
E1020,456029906,456029904,75.132,7.0,0.16,1
E1021,456029907,456034394,60.797,7.0,0.16,1
E1022,456029907,10113509708,89.833,7.0,0.16,1
E1023,456029908,456034393,46.437,7.0,0.16,1
E1024,456029908,427531054,50.305,5.0,0.16,1
E1025,456029909,456029895,48.941,7.0,0.16,1
E1026,456029909,3919859765,171.70100000000002,5.0,0.16,1
E1027,456029910,967505456,93.766,7.0,0.16,1
E1028,456029910,316660937,50.51,7.0,0.16,1
E1029,456029910,456029921,39.581,7.0,0.16,1
E1030,456029910,456034394,84.61699999999999,7.0,0.16,1
E1031,456029911,967505895,93.176,7.0,0.16,1
E1032,456029911,428054932,50.627,7.0,0.16,1
E1033,456029911,456029916,37.909,7.0,0.16,1
E1034,456029911,456029921,38.902,7.0,0.16,1
E1035,456029912,428054934,50.263,7.0,0.16,1
E1036,456029912,967505887,92.502,7.0,0.16,1
E1037,456029912,456029913,37.89,7.0,0.16,1
E1038,456029912,456029916,40.79,7.0,0.16,1
E1039,456029913,456034393,39.997,7.0,0.16,1
E1040,456029913,456029912,37.89,7.0,0.16,1
E1041,456029913,967505223,92.05,7.0,0.16,1
E1042,456029916,456029912,40.79,7.0,0.16,1
E1043,456029916,456029911,37.909,7.0,0.16,1
E1044,456029916,967505219,93.29,7.0,0.16,1
E1045,456029921,456029911,38.902,7.0,0.16,1
E1046,456029921,456029910,39.581,7.0,0.16,1
E1047,456029921,967505220,64.652,7.0,0.16,1
E1048,456029931,456029891,45.767,7.0,0.16,1
E1049,456029931,456029932,74.186,7.0,0.16,1
E1050,456029931,316660604,9.829,7.0,0.16,1
E1051,456029932,316660684,39.531,7.0,0.16,1
E1052,456029932,967505887,47.62,7.0,0.16,1
E1053,456029932,456029933,75.146,7.0,0.16,1
E1054,456029933,316660721,51.809,7.0,0.16,1
E1055,456029933,967505895,48.461,7.0,0.16,1
E1056,456029933,2536352368,80.745,7.0,0.16,1
E1057,456029935,456036787,45.959,4.0,0.16,1
E1058,456029935,456036792,11.961,4.0,0.16,1
E1059,456029935,456036786,28.197,7.0,0.16,1
E1060,456029935,456036793,110.481,7.0,0.16,1
E1061,456029939,456034395,73.458,7.0,0.16,1
E1062,456029939,316660721,44.763,7.0,0.16,1
E1063,456029939,427593278,47.400000000000006,7.0,0.16,1
E1064,456029941,10063059446,16.116,7.0,0.16,1
E1065,456029941,426962394,44.421,7.0,0.16,1
E1066,456029941,426962389,87.46100000000001,7.0,0.16,1
E1067,456029943,10063059446,44.409,7.0,0.16,1
E1068,456029943,456034395,72.012,7.0,0.16,1
E1069,456029943,456029945,46.681,7.0,0.16,1
E1070,456029943,316660604,89.466,7.0,0.16,1
E1071,456029945,426962394,54.32,7.0,0.16,1
E1072,456029945,427593279,73.093,7.0,0.16,1
E1073,456029945,456029951,24.285,7.0,0.16,1
E1074,456029945,456029943,46.681,7.0,0.16,1
E1075,456029947,9190087433,83.706,7.0,0.16,1
E1076,456029947,456036802,19.111,4.0,0.16,1
E1077,456029947,456033111,11.254,4.0,0.16,1
E1078,456029949,427593278,27.022,7.0,0.16,1
E1079,456029949,6152779686,29.247,7.0,0.16,1
E1080,456029949,456029952,74.973,7.0,0.16,1
E1081,456029951,9190087433,11.324,7.0,0.16,1
E1082,456029951,456029945,24.285,7.0,0.16,1
E1083,456029951,456029952,77.459,7.0,0.16,1
E1084,456029951,3422923601,47.378,7.0,0.16,1
E1085,456029952,456029951,77.459,7.0,0.16,1
E1086,456029952,6152779685,55.212,7.0,0.16,1
E1087,456029952,427593279,20.939,7.0,0.16,1
E1088,456029952,456029949,74.973,7.0,0.16,1
E1089,456029954,10063622104,40.64,7.0,0.16,1
E1090,456029954,10113509708,6.428,7.0,0.16,1
E1091,456033065,456033068,44.361,9.0,0.16,1
