node_id,x,y
15717259,208.36111136213754,472.96237190875377
18166166,300.95740707916946,-653.5190463840835
18166168,71.39459978166536,-353.6837529762996
18166169,-5.678231982164201,-255.13803384556584
18166171,225.77361530854313,-76.32137626967462
18166174,738.8257657380547,316.23196061504734
20399998,317.7365270269891,-954.8457828535487
20400166,605.8262381450057,-665.478210169415
21098551,-778.8067416152501,-532.7213650793268
21098552,-163.69087149828826,-57.91770544365945
21302766,311.89161504538305,-160.1920322203976
21420503,540.709918344202,233.99084430253745
21420505,510.40749443789616,299.63275175986143
21420507,769.8504696435914,-103.62767325720262
21420508,998.5687649420385,-325.0609352643915
24043505,-366.8737908765872,172.34453121521614
24043823,-498.25096647412624,334.03721293338793
24043919,-241.50820726009604,32.701270025487304
25062070,-841.9117894216105,294.08126926381436
25062101,-459.803446591796,-286.8081827428571
25062104,-224.3179433131819,-583.8907509998775
26208923,384.2418468233772,46.78712113391644
26208924,449.25815862522256,126.11900283757495
27463245,-289.5898311137002,432.1502294459428
27463257,238.1746072712588,246.72334893284466
27463260,268.4548071781104,114.80428975678036
33078916,-65.77192779813704,-462.0159163747474
35361362,494.49511048646735,-147.45032115165495
35361370,-48.581663851222906,660.0003791808516
37976436,524.1197023959855,-157.33803624215895
67619170,-1054.3954527715928,-105.7911863340421
67619212,-708.3899978307816,22.150691351233
67619278,-136.63315158158846,280.9805070867189
67619297,175.4918154630132,330.9622624303559
68214580,133.2106555921064,11.600112676978695
68214591,-81.62875175022313,-157.15390747110735
68214615,-379.5525828374302,-388.45647169427184
68214664,-302.52419907321615,-484.4980395166843
68214674,42.9923278682898,100.15684589207595
69004190,-21.790631932923244,975.9193208844084
69091917,-827.8995574645257,522.3088829816043
69091937,-575.2015662381295,-182.27827850258245
69091973,-847.9344934037993,-444.680192425985
69091979,-1010.4363809065402,-575.6786077397637
69092051,-1098.9656846343632,280.0782761013043
69092055,-1154.3034444653192,427.7771710954015
69238346,-859.5465333682143,-756.9533844317991
71986961,-1011.947612901244,-206.99756623118495
71986991,-698.0891738624471,-635.7414133833918
71987139,146.48949555164694,-453.89583749898827
71987159,586.8358302027058,-431.5978431304455
72017717,-1132.1238925334626,0.8009601602821038
122518943,11.089775966635115,443.6214519824826
122560970,-782.2181256042982,1.7400169017810567
122594704,-889.1711252770257,289.83710105371193
122594707,-1046.7281727944396,282.5732209711902
122600013,856.9241013767601,32.553967005835
122620342,-976.2003090105788,115.40270826913996
122620348,-1080.4642046913686,254.65009259677421
122663619,1151.9921484732943,-852.0835148280189
122719646,-1184.2169483733987,69.49940524142471
122792131,1189.2729083595316,985.6597329576026
122855808,168.83572748294534,-841.2291236807096
122909086,343.8719509472485,15.650945675251531
122954789,-905.5946612265072,432.5921385002147
122956468,-127.7324396085656,646.8535848139213
122977561,192.05980741177544,211.59157910886216
122977587,1142.4913885022806,925.3299405946615
123120125,-681.4989579128168,-457.10888458089465
123146330,687.6994538948815,11.25947444783935
123146333,717.3129338039656,-33.33651429158873
123146336,838.1670454336787,-172.17881532103544
123268651,1085.3868206765342,-283.5122777126891
123281798,-50.348471846013496,-608.4995614672545
123281801,96.49660770467837,-802.8474810163939
123281812,112.70901565510252,-1019.7695880965097
123286787,-970.5554130283031,-65.00666319122254
123316444,984.0453809869009,-157.05263664597484
123316658,-558.6335742900741,611.2983188125379
123396139,-538.4986303511355,-511.5097304672502
123396141,-462.5258865836222,-607.8182850089759
123396147,-308.8469270544003,-805.0109940955758
123422870,-70.69454378400954,802.9579582799618
123480111,-544.0101823338579,522.6311083338727
250052551,-45.570311860128506,1043.9733152610142
250634049,777.8955576185368,-611.5837184110645
