node_id,x,y
250637533,614.5158221189712,122.67579478775465
250649832,21.535055934250284,-549.9834375159205
250781509,430.63444668169467,-819.9714568764558
268372447,152.86778353288065,970.1652967380963
268372519,292.2455991057497,1090.6039269391854
268372657,585.791302206439,540.068103105425
268372658,489.09467850243044,523.8371517946848
268372719,508.0073024445196,453.03043226731546
268372725,639.7067260419221,550.185979163843
268372789,838.9448854315453,686.5333353234038
268539541,93.45191971440244,453.40789625253916
268539614,-23.601887928036227,503.8960057148111
268539625,-85.16236773839061,438.8248974545404
268539761,12.212087963112607,525.5955815756794
268539762,7.545047976619911,542.0751067288619
268539785,-24.490847924588266,756.4654431830074
268539826,266.0546151854407,391.614280143223
268539899,261.68759919935707,389.0640966427244
268539956,164.2909194969858,375.88968295814533
268539960,246.39748724608017,203.2505457059671
268540062,128.22136760787086,459.419700679729
268546667,322.39245501304777,1006.2637426188842
268546677,457.09211860111066,1006.5123164613265
268546682,577.2572862328951,964.9912782249305
268546732,378.30803884254004,1013.30666817427
268642905,220.728767324258,-551.309164678736
268642977,495.4618544832301,-340.8683903977308
268644571,687.3105338952413,-175.7969457034719
268644978,850.5013653959109,-441.37508095738156
268645017,876.5256693167779,-423.3672869911184
268645369,1117.8671965781389,-412.68781817876777
268648982,610.0043501321932,-283.1164008529371
268648983,524.975326393356,-180.2620684407102
268650040,615.7270301146798,-458.66477271162415
268650317,805.9978055329171,-420.7618648576646
268650702,673.1649579393099,-515.8919952562269
268650703,695.8001018698766,-538.0979252404152
268650922,681.8989899121841,-559.6962302738084
268651410,784.9739015967195,209.04139560836356
268651448,545.9992303288467,116.38779720281619
268652289,1094.2097486500531,13.220445876756335
268653152,1163.0152524394457,-245.35158957785183
268653229,989.0346689725502,-55.41355413299557
279043982,675.1095579332696,876.4621643274821
279044119,697.36689386463,865.9299985324412
308715042,85.91798373680285,-983.846064548338
308715052,140.2223275712192,-937.6757748013096
308715119,160.13503150995956,-749.7631558591034
319435660,307.0578950601553,93.96091269149201
319435681,103.8971996820176,270.73374088786215
319435742,439.59071865406025,247.45065758564314
338507085,116.77600764289767,1021.3254762248966
338507163,214.77273534255278,1012.2571341692031
339135995,656.9081019885634,696.3473989064241
474200977,-232.87418328688702,-904.5694214776347
495807629,-107.66416767011054,1010.4342593191604
604319666,-63.22727980618671,1227.439224347538
671847453,-221.40659932175262,-895.7312403898551
671847465,49.32616784920113,-685.8428524266897
933322049,696.7112858665897,-167.6768668277128
1437216564,-514.8745184229381,428.26511234419314
1614922964,206.86099136645393,353.6377207817798
1614922965,225.47359130954777,417.94469463785276
1614922982,298.42387108623944,130.44602899593897
1614923003,373.89657485542716,194.71617709358506
1614923029,509.307406440873,-139.41310022415743
1614923032,624.5610700879258,-245.08460285853863
1614923046,712.5569978189487,-184.56147528142534
1686576839,528.020014383632,-947.3241224901492
1736513666,-623.5832140900221,-731.8842520309368
1736513671,-546.7770703252996,-831.7925240805704
1737934922,-544.1768623340065,426.58033407302486
1738802898,-618.1938941064193,-409.2906423211248
1738803668,-648.0962860154785,-239.45026241422997
1738808206,578.5240542286533,-905.011330529564
1738809274,520.4749664070121,-792.8769079799707
1738809277,331.82654298428463,-943.4574182652705
1738809279,440.2352146516665,-831.9950657308354
1738811358,850.0457733979076,694.4600789873333
1738812373,763.8166536616754,572.9903276603908
1748272571,-245.54186324870966,-915.7644508540834
1790748722,-816.576429499379,234.27624390106408
1790748724,-924.7295251680879,47.44077827688877
1790748725,-854.8794933824284,99.91747848572659
1790748726,-778.7734056146548,154.20784710851416
1837231040,-873.4809813257951,-23.798643868659525
1837240625,-778.0511256175447,-389.61648296290673
1839432684,801.9863735451715,-578.9008612624482
1839436259,60.01591181646892,-1003.5386367834269
1969145656,310.9582070485086,146.38237426971713
2158444966,0.3222479991565501,-879.5094955175504
2158444967,-80.2841997542542,-777.7231099872613
2158444968,-70.63898378325312,-788.0711470112506
2163516474,24.224159926188133,-705.7655856296925
2351053446,820.6878694867896,-385.4643791395014
2894755454,-65.63858379858355,768.4061940891255
3010199906,-1029.0934288485428,185.9700603925025
3144543758,-715.3127738099564,-316.3332314401799
3297577565,-384.88634282098343,-707.1925836176406
3575044709,643.4959180301762,-214.11414329639695
3575044714,724.369053782694,-43.53724829826823
3846749454,-176.2029834603962,76.63439518350759
3846827377,-255.1426312186815,397.8194197822424
3846827382,-222.49557531834174,434.479458421648
4015327981,949.7315250921425,-278.87223264049214
4073848392,-270.6216471708546,-619.9707840061368
4531167873,-921.9293011774646,288.74153485646775
5084016774,-931.507845147982,256.79519279674275
5999772868,851.7681333923758,61.204404035391995
6038380370,391.88690280036906,240.54582861147415
6389146877,-526.8088063872165,429.5632201917024
6389146878,-506.36272644955534,366.6003863776584
6389146882,-471.5488305564714,425.54000650639335
6389146893,-524.2641583945593,421.30504473706895
6389146896,-513.6521984267954,420.7618648576646
7184731542,40.981055875260274,226.69934490470933
7184731546,-27.968903914119878,171.3594422815399
8397761156,-310.3248230499227,-649.6339292823338
8869134196,305.40220706546387,490.61111476666406
8869170246,270.3438471727273,483.8351759352765
8873833259,86.71804773483065,-654.7895349162864
9509577227,-878.3924853098199,611.4640347067186
10303162091,717.357381804288,831.4610922898665
10570168743,91.40731172007085,-978.0828339635905
10570168756,207.90551936413436,-714.9259920697406
10861666329,156.54585552032881,-838.0529023525451
11474148049,126.75458361207562,292.52538113308486
11474148050,-71.22791978151666,142.65376662137018
11474148054,903.1055732346065,-234.6445014478523
11746652862,764.2055736599018,788.6235333267479
