in,-463.8482145794299,-598.4452359985842
out,-611.0822141288784,-801.5612714472941
out,900.1497812439151,-1251.5347486987207
out,31.19138390480182,-1567.4689658836194
out,-24.813095923744815,41.543508955895796
out,488.7835425035312,-1420.4372088810492
out,-725.5358137782569,137.79625709801044
out,676.0207419305129,-91.95439707082663
out,183.09242343968268,-581.2301775564681
out,163.86866349851755,-616.0933776722688
in,-501.8512544631308,-84.59198214104529
out,-1074.5637327095362,142.77671425898475
out,-206.71653536664314,-689.934068597575
out,-1229.4650122354308,87.0172482361773
out,334.3267429766194,-104.18899835334577
out,-690.5330138853931,-966.3494409304083
out,-1520.2660513450164,780.2752306350437
out,-714.2015738130294,-1126.265424064917
out,-1566.8253312024224,218.4580089174249
out,-1604.6061310866316,-93.2536467641554
in,624.3499420886917,139.85340244761758
out,-53.37093583630494,108.34659737475272
out,18.52370394368602,857.2557749868125
out,571.5679422501202,-852.2320095022682
out,1627.5412990169004,-1385.898821189958
out,932.3745811456099,-1480.960590445603
out,451.33610261838226,-637.747539232799
out,296.32370309291855,-360.0329172052595
out,281.6558631379703,-325.71107112788656
out,218.42858333160686,96.54507932380233

